long,lat,disturb,rainann,soildepth,soilfert,tempann,topo,easting,northing,plot,Species,pres.abs,id
152.1961,-28.8659,3,1208,1080,1,142,-5,-164391.455012656,6787769.669967,213,Pseudechis porphyricaus,0,1703
152.4365,-29.1559,1,1514,1000,2,147,25,-139061.37986565,6756858.95868085,263,Coeranoscincus reticulatus,0,2099
152.7185,-30.5358,3,1730,1070,2,180,33,-103143.062343384,6605000.78050746,476,Cacophis kreftii,0,3801
153.1494,-30.0721,3,1552,1149,2,186,6,-64359.7231020217,6658755.18860886,438,Pseudechis porphyricaus,0,3503
153.4293,-29.0445,1,1470,1330,1,194,1,-42808.1790068126,6774247.29778187,239,Ophioscincus truncatus,0,1910
153.319,-28.5592,1,2214,1169,5,178,-18,-56158.084536112,6827640.49763384,153,Ophioscincus truncatus,1,1222
152.6526,-28.4923,2,1388,1049,2,160,9,-121930.447488692,6831783.7962185,122,Pseudechis porphyricaus,0,975
152.7254,-28.7867,2,1484,1100,5,164,3,-113057.133584369,6799439.25721174,194,Coeranoscincus reticulatus,1,1547
152.4032,-29.589,2,1988,1090,2,133,15,-139579.707494735,6708523.74391337,330,Ophioscincus truncatus,0,2638
152.1573,-31.2949,1,1680,1110,2,122,16,-151943.984554588,6517433.08651463,554,Egernia mcpheei,0,4428
152.1927,-29.3099,3,1308,1070,2,141,19,-161858.697155282,6738374.13414518,297,Egernia mcpheei,0,2372
152.0528,-29.7295,1,880,939,1,150,-6,-172693.362441008,6690900.27281866,375,Ophioscincus truncatus,0,2998
152.7619,-28.9384,3,1184,1009,2,178,10,-108593.63854256,6782767.65906175,228,Egernia mcpheei,0,1820
152.3499,-29.5219,1,2192,1230,1,138,-2,-145188.288834463,6715687.35581262,318,Cacophis kreftii,0,2537
152.6731,-28.4851,3,1414,1059,2,162,19,-119959.663589068,6832690.76087561,116,Calyptotis scutirostrum,0,922
152.2924,-30.9294,2,1604,1120,2,126,1,-141514.39723449,6558866.54859001,522,Saltuarius swaini,0,4176
152.7414,-28.9348,2,1190,1120,2,175,15,-110619.113371872,6783061.59249324,227,Cacophis kreftii,0,1809
153.0701,-29.352,3,1340,1090,2,179,13,-76141.7762099772,6738367.29305332,312,Cacophis kreftii,0,2489
152.5527,-31.2301,3,1446,1009,2,178,20,-114618.583125146,6526920.3857884,548,Pseudechis porphyricaus,0,4383
153.0906,-29.3358,3,1252,1080,1,187,9,-74237.6258340698,6740268.62388593,306,Pseudechis porphyricaus,0,2447
153.5615,-28.7913,3,1664,1350,1,197,0,-31200.4121417062,6802970.7749555,197,Eulamprus murrayi,0,1573
152.2905,-29.4603,1,2032,1149,1,137,-3,-151361.498726658,6722203.50711759,313,Egernia mcpheei,0,2500
153.4153,-29.1384,1,1556,1309,1,193,-1,-43678.7671977115,6763752.8151483,254,Saltuarius swaini,0,2032
152.7377,-28.785,2,1496,1039,5,165,11,-111862.768502251,6799691.91157671,192,Calyptotis scutirostrum,0,1530
152.1775,-29.6618,2,1486,1090,2,126,-2,-161035.564347702,6699153.69712086,350,Pseudechis porphyricaus,0,2799
152.8828,-30.897,2,1322,1100,2,183,-7,-85140.2595812137,6565735.04839717,513,Ophioscincus truncatus,0,4102
153.5356,-28.5422,4,1810,1360,1,198,0,-35003.9025977263,6830519.3124224,144,Coeranoscincus reticulatus,0,1147
152.6257,-29.7125,2,1124,1049,2,181,14,-117202.309173435,6696009.71914716,364,Cacophis kreftii,0,2905
152.2467,-30.884,3,1478,1049,2,126,-1,-146201.750488105,6563648.83716664,510,Calyptotis scutirostrum,0,4074
152.7619,-28.9384,3,1184,1009,2,178,10,-108593.63854256,6782767.65906175,228,Saltuarius swaini,0,1824
151.7683,-32.1145,1,1648,1000,2,122,21,-183014.821873435,6423882.9738748,617,Saltuarius swaini,0,4936
152.194,-29.9254,1,1042,1049,2,134,-3,-157694.599141127,6669935.38089694,394,Coeranoscincus reticulatus,0,3147
153.5921,-28.7695,2,1676,1350,1,197,0,-28317.1316235074,6805528.64452115,184,Cacophis kreftii,0,1465
152.4993,-28.2579,2,1570,1110,2,158,-4,-138397.248869934,6857034.50366113,9,Eulamprus murrayi,0,69
152.7681,-28.9493,3,1134,1110,2,188,-11,-107923.462038802,6781588.26422547,231,Pseudechis porphyricaus,0,1847
153.1021,-28.3663,1,2052,1179,4,148,-18,-78487.5723463324,6848041.45848442,26,Cacophis kreftii,0,201
153.6102,-28.7062,3,1790,1190,2,196,24,-26864.9515665186,6812638.8314962,173,Egernia mcpheei,0,1380
153.16,-30.2039,1,1560,1340,1,187,0,-62583.4630101623,6644165.05504434,465,Pseudechis porphyricaus,0,3719
152.5968,-29.7052,3,1272,1070,2,166,7,-120051.677557984,6696665.53448831,362,Pseudechis porphyricaus,0,2895
152.3998,-31.1681,2,2332,1139,2,124,-12,-129637.227242458,6532946.99161854,534,Saltuarius swaini,0,4272
153.1205,-28.4367,3,2636,1179,4,139,6,-76296.1989038548,6840308.40108151,83,Pseudechis porphyricaus,0,663
152.3156,-28.7889,2,1094,1080,2,168,-17,-153177.628494992,6796999.50794559,195,Saltuarius swaini,0,1560
152.069,-29.7675,3,1102,990,2,123,9,-170865.876472701,6686768.90383481,378,Ophioscincus truncatus,0,3022
151.9449,-32.605,2,1150,1059,2,173,14,-162684.694435925,6370448.58724721,639,Cacophis kreftii,0,5105
151.1866,-31.6222,1,1326,1080,4,100,-2,-242067.639989184,6474807.93511941,580,Eulamprus murrayi,0,4637
153.2818,-28.3986,1,2008,1049,4,167,15,-60658.3378814965,6845306.80159917,57,Egernia mcpheei,0,452
152.4629,-28.4267,1,1262,1129,4,147,12,-140959.469933914,6838073.53823004,81,Egernia mcpheei,0,644
152.6257,-29.7125,2,1124,1049,2,181,14,-117202.309173435,6696009.71914716,364,Calyptotis scutirostrum,0,2906
152.9506,-29.334,3,1242,1100,2,187,4,-87878.4440584808,6739769.15961877,305,Cacophis kreftii,0,2433
152.7517,-28.9186,3,1274,1049,5,168,46,-109707.419900115,6784915.50427338,223,Ophioscincus truncatus,0,1782
152.1988,-29.5734,3,1488,1019,1,132,18,-159546.266625525,6709106.39433966,326,Egernia mcpheei,0,2604
152.4384,-29.1902,2,1364,949,2,161,4,-138662.133134427,6753055.94073027,271,Cacophis kreftii,0,2161
152.4898,-30.0261,1,1282,1029,2,137,1,-128408.296244871,6660409.13008774,427,Egernia mcpheei,0,3412
152.4324,-32.029,3,1142,1100,2,170,-4,-120747.505305778,6437430.65126614,611,Ophioscincus truncatus,0,4886
153.1287,-28.462,3,2772,1139,4,135,1,-75353.1982293057,6837536.97534272,92,Calyptotis scutirostrum,0,730
151.7154,-32.1103,1,1310,1100,2,161,-15,-188054.531162909,6424011.07355439,616,Saltuarius swaini,0,4928
151.4769,-31.9165,1,1694,1100,4,95,1,-212146.883673553,6444013.91646962,599,Pseudechis porphyricaus,0,4791
153.3438,-29.2794,1,1572,1330,1,192,1,-49894.2730985837,6747756.46707972,293,Eulamprus murrayi,0,2341
152.4137,-31.9639,3,1094,1039,2,170,-4,-122961.147064838,6444559.2200686,606,Egernia mcpheei,0,4844
152.6812,-28.496,3,1382,1070,2,167,-2,-119100.196556909,6831521.23488212,125,Pseudechis porphyricaus,0,999
152.8944,-29.8141,2,1036,1080,2,187,7,-90533.9546737743,6686132.23796188,383,Coeranoscincus reticulatus,0,3059
152.6792,-28.4888,2,1470,1059,2,161,19,-119338.87811833,6832311.15904512,117,Pseudechis porphyricaus,0,935
153.2838,-28.3968,1,1936,1059,4,168,-16,-60471.4026198804,6845516.11047191,52,Ophioscincus truncatus,1,414
153.3602,-29.2487,1,1592,1350,1,192,0,-48461.7870327051,6751243.81170851,286,Eulamprus murrayi,0,2285
153.1205,-28.4078,1,2510,1000,4,139,3,-76453.5844430159,6843519.28497612,66,Egernia mcpheei,0,524
152.2298,-29.848,1,1258,1039,2,134,1,-154736.086894225,6678748.04203396,387,Calyptotis scutirostrum,0,3090
153.4215,-29.1311,1,1552,1320,1,193,1,-43112.7372327422,6764592.40958821,252,Cacophis kreftii,0,2009
152.9143,-28.3808,1,1492,1049,5,169,-7,-96863.6801254773,6845509.65270053,41,Calyptotis scutirostrum,0,322
152.4434,-30.1487,1,1326,1039,2,122,-10,-132111.524830825,6646522.10607269,461,Ophioscincus truncatus,0,3686
152.7335,-28.8337,3,1204,1059,2,177,-4,-111987.574051639,6794257.38010052,205,Calyptotis scutirostrum,0,1634
152.6404,-28.467,3,1238,1070,2,163,15,-123277.985601988,6834532.44353339,99,Ophioscincus truncatus,0,790
153.2314,-29.6388,3,1570,1090,2,185,8,-58857.2283117066,6707294.82173489,345,Pseudechis porphyricaus,0,2759
152.7217,-28.6333,3,1428,1120,5,168,-8,-114320.555073989,6816470.06822849,168,Ophioscincus truncatus,0,1342
151.7956,-32.6163,1,1204,1009,2,166,7,-176653.554553042,6368244.44348734,640,Coeranoscincus reticulatus,0,5115
152.2701,-30.5593,3,1416,1120,5,120,7,-146134.284620312,6599887.73789073,485,Coeranoscincus reticulatus,0,3875
151.9449,-32.605,2,1150,1059,2,173,14,-162684.694435925,6370448.58724721,639,Coeranoscincus reticulatus,0,5107
152.7124,-31.2053,3,1396,1100,2,179,-15,-99523.1046195703,6530559.19103228,540,Cacophis kreftii,0,4313
152.1475,-31.4482,2,1418,1080,2,124,16,-151813.265447098,6500328.27928868,564,Calyptotis scutirostrum,0,4506
153.3088,-28.5718,1,2006,1210,5,184,-18,-57091.7358988385,6826193.23264818,158,Ophioscincus truncatus,1,1262
152.2722,-30.5557,3,1442,1100,5,119,7,-145956.222470369,6600300.13972999,482,Cacophis kreftii,0,3849
151.616,-31.6709,2,996,870,2,130,17,-200812.616217544,6472250.03913196,589,Calyptotis scutirostrum,0,4706
152.4365,-29.1559,1,1514,1000,2,147,25,-139061.37986565,6756858.95868085,263,Ophioscincus truncatus,0,2102
152.4587,-28.4411,2,1210,1049,4,149,-3,-141284.847099763,6836450.02639933,86,Ophioscincus truncatus,0,686
152.0948,-29.8958,2,984,959,2,129,-1,-167502.808140695,6672650.9222577,390,Coeranoscincus reticulatus,0,3115
152.7648,-31.2469,3,1348,1059,2,179,8,-94255.6742638169,6526220.56123026,551,Coeranoscincus reticulatus,0,4403
151.4815,-32.1528,3,1460,1120,3,162,19,-209869.653554488,6417753.10858555,627,Ophioscincus truncatus,1,5014
152.8944,-29.8141,2,1036,1080,2,187,7,-90533.9546737743,6686132.23796188,383,Cacophis kreftii,0,3057
152.7425,-28.4979,2,1458,1049,2,170,-18,-113069.978206809,6831626.51450922,127,Pseudechis porphyricaus,0,1015
151.4795,-32.1474,2,1470,1139,3,162,-5,-210101.167764629,6418340.61930037,625,Coeranoscincus reticulatus,0,4995
152.2905,-29.4603,1,2032,1149,1,137,-3,-151361.498726658,6722203.50711759,313,Pseudechis porphyricaus,1,2503
152.3364,-29.6951,1,1400,1029,2,156,10,-145389.454144365,6696354.16695969,359,Egernia mcpheei,0,2868
153.493,-28.1705,3,1594,1159,2,200,-1,-41072.1914095881,6871609.99494362,3,Coeranoscincus reticulatus,0,19
152.1496,-31.4554,3,1420,1100,2,126,14,-151562.888817002,6499540.21993749,565,Eulamprus murrayi,0,4517
151.6048,-31.853,3,1298,1059,2,112,10,-200494.054733227,6451918.49551821,590,Egernia mcpheei,0,4716
152.1239,-30.811,1,776,959,2,179,-15,-158480.631308344,6571044.2194357,497,Pseudechis porphyricaus,0,3975
151.4373,-32.1361,3,1796,1059,5,122,8,-214184.626685129,6419316.50196326,621,Coeranoscincus reticulatus,0,4963
153.4293,-29.0445,1,1470,1330,1,194,1,-42808.1790068126,6774247.29778187,239,Egernia mcpheei,0,1908
152.27,-30.8462,3,1528,1129,2,127,-2,-144221.814463408,6567987.29067402,503,Coeranoscincus reticulatus,0,4019
152.1843,-28.808,2,1170,930,1,143,23,-165917.840413128,6794142.17633504,200,Saltuarius swaini,0,1600
152.3412,-31.139,1,1960,1139,2,124,-2,-135434.563789421,6535845.27228755,526,Saltuarius swaini,0,4208
151.4983,-31.9023,1,1538,1139,3,104,-13,-210225.98071807,6445735.43623553,594,Ophioscincus truncatus,0,4750
152.3846,-29.2351,1,1420,1029,2,152,-12,-143628.296458133,6747768.08614773,277,Cacophis kreftii,0,2209
152.1644,-29.2411,3,1224,1070,2,137,6,-165065.597196224,6745863.85427266,279,Coeranoscincus reticulatus,0,2227
152.4587,-28.4411,2,1210,1049,4,149,-3,-141284.847099763,6836450.02639933,86,Calyptotis scutirostrum,0,682
152.3561,-29.5183,1,2150,1220,1,138,2,-144608.348149952,6716122.24800171,317,Egernia mcpheei,0,2532
153.5707,-28.6071,2,1816,1370,1,198,0,-31234.0531967666,6823468.59821031,164,Eulamprus murrayi,0,1309
152.7061,-31.1962,3,1330,1129,2,180,-4,-100182.722434024,6531536.19211479,539,Ophioscincus truncatus,0,4310
152.2606,-29.0269,3,1264,1100,1,138,-1,-157053.44484427,6770228.31904544,235,Saltuarius swaini,0,1880
152.7397,-28.8066,2,1436,1100,5,166,-16,-111540.073845013,6797301.52655841,199,Eulamprus murrayi,0,1589
152.521,-30.0064,1,1342,1039,2,142,15,-125514.62268173,6662771.00533564,422,Cacophis kreftii,0,3369
151.4426,-31.9485,1,1902,1169,5,89,2,-215152.205248666,6440225.52815878,603,Coeranoscincus reticulatus,0,4819
152.4434,-30.1487,1,1326,1039,2,122,-10,-132111.524830825,6646522.10607269,461,Calyptotis scutirostrum,0,3682
152.1677,-29.3458,1,1474,1110,2,128,-14,-164061.099810224,6734239.05328714,310,Calyptotis scutirostrum,0,2474
153.5499,-28.5314,2,1766,1159,4,199,0,-33656.1895879237,6831782.75910205,138,Calyptotis scutirostrum,0,1098
152.4629,-28.4267,1,1262,1129,4,147,12,-140959.469933914,6838073.53823004,81,Coeranoscincus reticulatus,1,643
152.3871,-30.5238,1,2020,1169,4,107,13,-135109.280717108,6604504.0129809,472,Coeranoscincus reticulatus,0,3771
153.0714,-28.3826,1,1884,1179,4,154,-19,-81415.2757733497,6846081.91396727,44,Cacophis kreftii,1,345
151.9366,-32.5887,3,1148,1100,2,173,0,-163586.979633056,6372209.14224102,636,Saltuarius swaini,0,5088
153.2759,-28.5232,3,2506,1019,4,158,3,-60576.6608829403,6831437.80904093,135,Eulamprus murrayi,0,1077
153.5418,-28.5494,2,1810,1370,1,198,1,-34359.3605187094,6829747.4641776,150,Egernia mcpheei,0,1196
152.4207,-30.1377,3,1308,1090,2,112,20,-134375.611414242,6647618.19446976,460,Eulamprus murrayi,0,3677
152.3618,-31.1932,1,1902,1039,2,142,-6,-133101.696097477,6529938.31197594,537,Ophioscincus truncatus,1,4294
151.922,-29.9794,1,954,1080,1,122,5,-183672.979473333,6662328.07603448,414,Egernia mcpheei,0,3308
153.2736,-28.404,1,2270,949,2,159,-2,-61435.1928033584,6844668.54431818,61,Coeranoscincus reticulatus,0,483
152.3054,-28.778,2,1104,970,2,164,6,-154245.287601219,6798155.10832232,188,Calyptotis scutirostrum,0,1498
152.872,-31.1532,2,1390,1129,2,181,0,-84599.699878183,6537207.94861196,529,Calyptotis scutirostrum,0,4226
153.3088,-28.57,1,2002,1129,2,183,-9,-57101.2660895063,6826393.18209589,156,Saltuarius swaini,0,1248
152.3993,-28.4824,1,1102,1049,4,156,17,-146869.047423431,6831537.755626,111,Eulamprus murrayi,0,885
153.0102,-28.4133,3,1404,1000,2,178,-6,-87258.8962377934,6842372.25003079,74,Egernia mcpheei,0,588
153.2667,-29.6821,3,1492,1169,2,187,2,-55192.5168508125,6702655.36287189,353,Pseudechis porphyricaus,0,2823
151.4335,-32.109,3,1842,1009,5,120,-13,-214757.378379654,6422306.4083295,615,Pseudechis porphyricaus,0,4919
152.2214,-29.8569,1,1222,1009,2,132,8,-155491.800481761,6677710.22432967,389,Pseudechis porphyricaus,0,3111
153.0783,-29.3484,3,1318,1100,1,180,23,-75363.9269592927,6738807.88886261,311,Calyptotis scutirostrum,0,2482
152.8681,-30.9114,3,1282,1080,2,183,6,-86460.6346976429,6564057.22550162,516,Cacophis kreftii,0,4121
152.5906,-29.7034,3,1334,1000,2,163,26,-120664.471145184,6696832.14250845,361,Pseudechis porphyricaus,0,2887
153.1308,-28.4891,3,2146,1070,4,157,26,-74999.4409576032,6834536.21228036,119,Cacophis kreftii,0,945
152.7376,-28.8409,3,1182,1070,2,178,2,-111543.951324666,6793478.37953304,206,Saltuarius swaini,0,1648
152.2214,-29.8569,1,1222,1009,2,132,8,-155491.800481761,6677710.22432967,389,Calyptotis scutirostrum,0,3106
152.2637,-30.8588,2,1572,1090,2,126,-1,-144741.332783447,6566549.73714478,507,Cacophis kreftii,0,4049
152.2637,-30.8588,2,1572,1090,2,126,-1,-144741.332783447,6566549.73714478,507,Saltuarius swaini,0,4056
152.2466,-30.902,3,1480,1090,2,124,7,-146089.648133388,6561646.84538545,514,Coeranoscincus reticulatus,0,4107
152.0654,-29.7188,1,1028,930,1,134,6,-171542.036414174,6692164.15533203,370,Ophioscincus truncatus,0,2958
152.4302,-29.192,1,1434,1070,2,154,7,-139450.867256081,6752810.91019498,272,Pseudechis porphyricaus,0,2175
152.1677,-29.3458,1,1474,1110,2,128,-14,-164061.099810224,6734239.05328714,310,Pseudechis porphyricaus,0,2479
152.4629,-28.4267,1,1262,1129,4,147,12,-140959.469933914,6838073.53823004,81,Pseudechis porphyricaus,0,647
153.6123,-28.7152,1,1778,1110,2,193,9,-26614.0603685924,6811648.67695057,175,Egernia mcpheei,0,1396
152.4208,-31.161,2,2348,1129,2,121,23,-127676.896752152,6533856.32085868,532,Coeranoscincus reticulatus,0,4251
152.4008,-31.6662,3,2050,1139,4,140,25,-126202.170007241,6477579.00329889,588,Coeranoscincus reticulatus,0,4699
152.963,-29.1697,2,998,1070,1,193,-1,-87614.6050234729,6758088.65177067,265,Cacophis kreftii,0,2113
152.9204,-28.3754,1,1570,1100,5,166,-9,-96294.553982511,6846140.09863748,30,Cacophis kreftii,1,233
152.9466,-29.0524,3,988,1059,2,190,6,-89886.5465170286,6771040.60297007,241,Egernia mcpheei,0,1924
152.6731,-28.4851,3,1414,1059,2,162,19,-119959.663589068,6832690.76087561,116,Cacophis kreftii,1,921
153.5921,-28.7695,2,1676,1350,1,197,0,-28317.1316235074,6805528.64452115,184,Pseudechis porphyricaus,0,1471
153.1185,-28.4999,1,1966,1009,4,168,6,-76147.8048592401,6833277.03106837,129,Egernia mcpheei,0,1028
152.9306,-28.3754,2,1638,1080,5,161,18,-95292.0596882657,6846190.80238834,31,Coeranoscincus reticulatus,0,243
152.4814,-30.0333,1,1128,1009,2,152,8,-129175.102129971,6659562.28135255,430,Coeranoscincus reticulatus,1,3435
151.7869,-32.6252,2,1210,899,2,167,-1,-177404.950550037,6367198.72447545,641,Eulamprus murrayi,0,5125
152.5232,-29.9649,1,1070,980,2,168,0,-125563.533306618,6667396.41679889,410,Saltuarius swaini,0,3280
152.1794,-29.6852,1,1242,889,2,136,-17,-160696.934705344,6696562.41392783,355,Pseudechis porphyricaus,0,2839
152.1513,-29.3295,3,1408,1080,2,129,13,-165765.727104269,6735957.84852859,302,Eulamprus murrayi,0,2413
152.5825,-31.1418,1,1426,1139,2,178,-8,-112343.894954885,6536901.5482272,528,Egernia mcpheei,0,4220
153.2944,-28.5448,1,2688,1139,4,159,-9,-58647.1030221649,6829125.12230747,147,Coeranoscincus reticulatus,0,1171
151.616,-31.6709,2,996,870,2,130,17,-200812.616217544,6472250.03913196,589,Ophioscincus truncatus,0,4710
152.597,-31.1725,1,1552,949,2,170,20,-110759.506737976,6533569.751945,535,Saltuarius swaini,0,4280
152.3256,-29.1446,3,1182,1009,1,153,14,-149956.469363245,6757503.50997516,259,Ophioscincus truncatus,1,2070
152.1657,-31.2985,1,1632,860,2,123,0,-151116.988435754,6517082.75060386,555,Coeranoscincus reticulatus,0,4435
152.6751,-28.4833,1,1458,1059,2,160,-4,-119773.828165994,6832901.22242035,114,Eulamprus murrayi,0,909
152.5212,-29.954,1,1150,980,2,161,-14,-125825.838070042,6668597.13397598,406,Pseudechis porphyricaus,0,3247
152.1098,-31.4335,1,1242,1029,2,136,12,-155510.234203802,6501736.95330557,563,Egernia mcpheei,0,4500
152.3819,-31.6534,3,1646,1149,2,169,-12,-128085.852969767,6478892.68147855,586,Coeranoscincus reticulatus,0,4683
152.5749,-29.9903,3,1198,1029,2,159,9,-120400.614230231,6664855.59627825,418,Egernia mcpheei,0,3340
152.236,-29.8444,1,1222,1000,2,135,36,-154158.711225454,6679183.84940131,386,Pseudechis porphyricaus,0,3087
152.1868,-31.5278,3,1188,1100,2,150,-8,-147514.582133368,6491711.64732987,568,Pseudechis porphyricaus,0,4543
153.4889,-28.1669,3,1588,1139,2,200,0,-41493.9280416253,6871991.45080523,1,Ophioscincus truncatus,0,6
152.5084,-30.0208,1,1280,1080,2,145,-4,-126642.584758084,6661100.90926177,425,Eulamprus murrayi,0,3397
152.0654,-29.717,1,1006,959,1,136,-21,-171554.107513456,6692364.34898711,368,Calyptotis scutirostrum,0,2938
152.7397,-28.8066,2,1436,1100,5,166,-16,-111540.073845013,6797301.52655841,199,Pseudechis porphyricaus,0,1591
152.3952,-28.4788,1,1094,1090,4,157,3,-147293.925634327,6831915.7941736,106,Pseudechis porphyricaus,0,847
153.1185,-28.4999,1,1966,1009,4,168,6,-76147.8048592401,6833277.03106837,129,Ophioscincus truncatus,0,1030
152.559,-31.2193,3,1618,980,2,167,15,-114087.089464681,6528156.09858245,545,Calyptotis scutirostrum,0,4354
152.1177,-30.8092,1,774,939,2,177,-40,-159088.103979518,6571207.61064932,496,Ophioscincus truncatus,0,3966
152.0628,-30.8593,3,716,910,2,163,38,-164010.369539982,6565308.88224626,506,Cacophis kreftii,0,4041
152.2911,-28.7653,2,1242,1009,2,155,-1,-155726.191227112,6799488.07056547,182,Calyptotis scutirostrum,0,1450
152.0654,-29.7188,1,1028,930,1,134,6,-171542.036414174,6692164.15533203,370,Coeranoscincus reticulatus,0,2955
152.055,-29.7223,1,926,930,1,139,9,-172528.174729987,6691713.95899004,373,Saltuarius swaini,0,2984
152.4219,-29.5566,3,2014,1070,2,136,3,-137967.594363802,6712229.53059043,323,Coeranoscincus reticulatus,0,2579
152.1927,-29.3099,3,1308,1070,2,141,19,-161858.697155282,6738374.13414518,297,Pseudechis porphyricaus,0,2375
152.7445,-28.5051,2,1376,1049,2,173,-11,-112831.744333792,6830836.54025889,130,Pseudechis porphyricaus,0,1039
153.0204,-28.4097,2,1468,1129,5,174,8,-86276.7919880507,6842822.24862468,70,Eulamprus murrayi,0,557
153.4215,-29.1311,1,1552,1320,1,193,1,-43112.7372327422,6764592.40958821,252,Ophioscincus truncatus,0,2014
153.0592,-28.3916,2,1968,1139,4,146,24,-82564.6121102187,6845022.68267258,48,Coeranoscincus reticulatus,0,379
152.5443,-31.2192,3,1644,949,2,164,32,-115491.997825901,6528084.9472762,544,Coeranoscincus reticulatus,0,4347
152.1021,-29.3057,2,1332,1070,2,126,-5,-170717.328344627,6738321.69977104,296,Eulamprus murrayi,0,2365
152.4284,-29.1432,3,1448,1059,2,151,-12,-139931.104993164,6758226.59693511,257,Coeranoscincus reticulatus,0,2051
152.7377,-28.785,2,1496,1039,5,165,11,-111862.768502251,6799691.91157671,192,Ophioscincus truncatus,0,1534
152.3321,-30.6408,1,1774,1100,2,127,2,-139629.331842812,6591182.67567782,493,Coeranoscincus reticulatus,0,3939
151.4559,-32.1598,2,1598,1019,2,139,19,-212237.873245302,6416803.76630991,629,Pseudechis porphyricaus,0,5031
153.047,-28.4025,1,1884,1100,4,152,18,-83703.2715072326,6843752.19220015,58,Coeranoscincus reticulatus,1,459
152.5595,-29.7213,2,1096,1039,2,181,2,-123571.228429978,6694673.93369733,371,Ophioscincus truncatus,0,2966
153.2535,-28.5286,3,2696,1039,4,144,47,-62745.5415882464,6830732.52392328,136,Ophioscincus truncatus,1,1086
152.8828,-30.897,2,1322,1100,2,183,-7,-85140.2595812137,6565735.04839717,513,Pseudechis porphyricaus,0,4103
153.141,-28.4656,1,2578,1080,4,140,70,-74125.9984687811,6837196.13588608,98,Pseudechis porphyricaus,0,783
152.5531,-28.3494,3,1028,1039,2,169,-10,-132556.418147597,6847147.08170675,24,Saltuarius swaini,0,192
152.4409,-29.109,2,1364,1059,2,157,-1,-138923.869162796,6762097.27372678,249,Pseudechis porphyricaus,0,1991
153.0225,-28.4169,3,1604,1080,5,169,20,-86030.6227190422,6842032.50730469,80,Calyptotis scutirostrum,0,634
152.7206,-30.543,3,1638,1129,2,184,-20,-102896.285301994,6604211.86193066,478,Cacophis kreftii,0,3817
152.4123,-28.7135,3,1088,1009,2,176,-9,-144171.518832433,6805913.46294023,174,Saltuarius swaini,0,1392
152.2477,-31.5553,2,1234,1059,2,148,-7,-141525.12346321,6489014.81167942,572,Calyptotis scutirostrum,0,4570
152.2722,-30.5557,3,1442,1100,5,119,7,-145956.222470369,6600300.13972999,482,Ophioscincus truncatus,0,3854
152.1246,-31.43,1,1332,1049,2,133,-9,-154123.588313024,6502214.98367347,561,Calyptotis scutirostrum,0,4482
153.0327,-28.4133,1,1728,1039,4,164,16,-85048.5260177015,6842482.40093115,76,Saltuarius swaini,0,608
151.6162,-31.6582,3,814,860,2,153,53,-200889.708669407,6473664.23176859,587,Eulamprus murrayi,0,4693
153.2944,-28.5448,1,2688,1139,4,159,-9,-58647.1030221649,6829125.12230747,147,Cacophis kreftii,0,1169
152.3177,-30.6137,1,1638,1090,2,126,-1,-141193.546516212,6594113.16970331,488,Cacophis kreftii,0,3897
152.2701,-30.5593,3,1416,1120,5,120,7,-146134.284620312,6599887.73789073,485,Saltuarius swaini,0,3880
152.8765,-30.9078,2,1310,1129,2,183,1,-85677.8458892315,6564501.66263539,515,Eulamprus murrayi,0,4117
153.2729,-28.9402,3,1316,1110,5,197,-1,-58637.6336775981,6785100.52209461,230,Cacophis kreftii,0,1833
152.9286,-28.3844,1,1650,1110,5,161,10,-95438.0612797497,6845180.74545382,46,Pseudechis porphyricaus,0,367
153.5356,-28.5422,4,1810,1360,1,198,0,-35003.9025977263,6830519.3124224,144,Eulamprus murrayi,0,1149
152.0685,-30.9279,1,1004,1000,2,125,-1,-162987.288966321,6557714.06827964,521,Pseudechis porphyricaus,0,4167
152.3256,-29.1446,3,1182,1009,1,153,14,-149956.469363245,6757503.50997516,259,Saltuarius swaini,0,2072
151.7219,-32.0978,3,1456,1100,2,143,23,-187533.52509139,6425443.3119003,614,Cacophis kreftii,0,4905
152.9856,-29.3159,3,1190,1110,2,190,-1,-84574.3885704612,6741956.78858702,300,Coeranoscincus reticulatus,0,2395
152.7185,-30.5358,3,1730,1070,2,180,33,-103143.062343384,6605000.78050746,476,Pseudechis porphyricaus,0,3807
152.3405,-29.6933,1,1438,1129,2,156,12,-145003.017464685,6696577.33193291,358,Egernia mcpheei,0,2860
151.1866,-31.6222,1,1326,1080,4,100,-2,-242067.639989184,6474807.93511941,580,Calyptotis scutirostrum,0,4634
152.3321,-30.6408,1,1774,1100,2,127,2,-139629.331842812,6591182.67567782,493,Eulamprus murrayi,0,3941
152.5129,-31.2155,3,1910,1120,2,145,5,-118515.871906296,6528319.87387832,542,Coeranoscincus reticulatus,0,4331
152.1073,-30.8073,1,824,920,2,167,-33,-160099.441241579,6571357.13800851,494,Egernia mcpheei,0,3948
152.6485,-28.4977,3,1330,1100,2,164,4,-122301.197680874,6831162.17696098,126,Calyptotis scutirostrum,0,1002
153.3925,-29.0807,1,1450,1320,1,194,0,-46208.2545646069,6770055.74332879,244,Pseudechis porphyricaus,0,1951
153.5356,-28.5441,3,1810,1360,1,198,0,-34994.2569791634,6830308.29905931,146,Saltuarius swaini,0,1168
